participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration
26,1.0,1.0,1.0,0.15429973602294922,183.02701210975647,-0.004358331416253591,-0.6636555790901184,-0.6636555790901184,-0.6453544497489929,128,4,82,52.0,0,0,0.0
5,1.0,1.0,0.5,1.4537500143051147,0.566501259803772,0.00334234663939855,0.6385262727069587,0.6385262727069587,0.6373341439901072,356,13,60,23.846153846153847,2,67,41.5
10,1.0,1.0,1.0,0.20895028114318848,142.46519804000854,-0.003418817323281013,-0.639967072243784,-0.639967072243784,-0.6189634706079843,48,12,65,21.0,2,28,23.0
13,1.0,1.0,1.0,0.09619998931884766,193.50883678520955,-0.006750342932584505,-0.9559014434574031,-0.9559014434574031,-0.9913080969945728,108,9,110,26.666666666666668,1,106,106.0
22,1.0,1.0,1.0,0.04415011405944824,231.0230497121811,-0.006790831532697469,-1.1470630923573042,-1.1470630923573042,-1.1270485775542627,37,14,80,21.928571428571427,1,30,30.0
24,0.0,1.0,0.5,0.3303501605987549,42.696149826049805,-0.007765092555250052,-0.6437143878776486,-0.6437143878776486,-0.6309270064036051,124,16,36,15.9375,1,26,26.0
16,1.0,1.0,1.0,0.9147500991821289,8.03714394569397,0.0026513319788075166,0.430548757314682,0.430548757314682,0.4258197247982025,353,18,45,11.722222222222221,0,0,0.0
2,0.0,1.0,0.5,0.7094498872756958,3.355950713157654,0.0018964192680898232,0.2700863156665941,0.2700863156665941,0.25586458548255586,274,10,50,29.9,1,21,21.0
23,1.0,1.0,1.0,0.020600318908691406,351.4644708633423,-0.004742050957207674,-1.6008912905925463,-1.6008912905925463,-1.580222154822191,51,6,71,29.333333333333332,1,51,51.0
9,0.0,1.0,0.5,0.007799863815307617,461.29779702425003,-0.005390602953971057,-1.9032982155388476,-1.9032982155388476,-1.8617650668300598,1,16,29,13.0625,2,19,18.0
6,1.0,1.0,1.0,0.11929988861083984,192.34771728515625,-0.005001543421206457,-0.9828912924651673,-0.9828912924651673,-0.947327599318131,72,14,52,16.571428571428573,1,19,19.0
23,0.0,1.0,0.5,0.0,119.95688509941101,0.00047417239545391487,-0.4256078004837036,-0.4256078004837036,-0.4124976396560669,0,8,32,16.75,0,0,0.0
1,1.0,1.0,0.5,0.44579994678497314,26.077945232391357,0.0006670523496399343,-0.05900830497928694,-0.05900830497928694,-0.059851746109948645,187,8,69,25.625,2,19,16.5
23,0.0,1.0,0.5,0.10210013389587402,24.992855072021484,0.00020593471842018205,-0.2170906662940979,-0.2170906662940979,-0.20545873045921326,4,14,33,17.785714285714285,0,0,0.0
14,1.0,1.0,1.0,0.6086997985839844,0.3336005210876465,0.001218536264984782,0.16659030961055385,0.16659030961055385,0.15529371188116303,300,7,96,28.428571428571427,1,264,264.0
17,1.0,1.0,1.0,0.0,87.56311416625977,0.000774844830579012,-0.29911965131759644,-0.29911965131759644,-0.28024786710739136,0,15,23,10.666666666666666,0,0,0.0
21,1.0,1.0,1.0,0.5427498817443848,0.05325007438659668,0.0009728946035570305,0.2518283566173051,0.2518283566173051,0.2613860113465268,347,12,38,19.083333333333332,1,15,15.0
17,1.0,1.0,1.0,0.2555999755859375,132.45156478881836,-0.0043658130709587845,-0.4528791010379791,-0.4528791010379791,-0.4462805688381195,143,12,135,27.0,0,0,0.0
16,1.0,1.0,1.0,0.5783997774124146,34.86716449260712,-0.0011227573755161538,-0.10030702132136882,-0.10030702132136882,-0.12489326422828496,41,11,45,18.0,1,25,25.0
14,1.0,1.0,1.0,0.25350022315979004,242.10495722293854,-0.008066153958475345,-0.8855479832122973,-0.8855479832122973,-0.8720647918511623,55,10,127,29.1,1,26,26.0
24,0.0,1.0,0.5,0.12594985961914062,369.6458806991577,-0.0031636160476085085,-1.3765372037887573,-1.3765372037887573,-1.3389564752578735,40,15,45,19.466666666666665,0,0,0.0
19,1.0,1.0,1.0,0.35429978370666504,20.41925835609436,-0.0011700168433992747,-0.15677478867752545,-0.15677478867752545,-0.1587870373866793,86,13,30,13.076923076923077,1,18,18.0
25,1.0,1.0,1.0,0.30804991722106934,122.16125667095184,-0.004840082814020347,-0.44291849496985686,-0.44291849496985686,-0.44240754531777426,130,12,42,23.0,1,43,43.0
25,1.0,1.0,1.0,0.38665008544921875,108.69890129566194,-0.004382394814083858,-0.3652615059657591,-0.3652615059657591,-0.3469529145730588,160,8,70,31.5,2,38,25.5
19,1.0,1.0,1.0,0.3367500305175781,0.21794986724853516,0.00021487999583566958,0.048212066292762756,0.048212066292762756,0.040800031274557114,354,8,85,36.625,0,0,0.0
22,1.0,1.0,0.0,0.363800048828125,20.89752835663635,0.00015091744666698924,-0.029589117408132685,-0.029589117408132685,-0.0319270697960723,205,12,45,18.833333333333332,1,26,26.0
21,1.0,1.0,0.5,0.9047000408172607,1.469249963760376,0.0027107065193152035,0.3549562680955027,0.3549562680955027,0.357080981104517,203,8,32,22.875,1,27,27.0
5,1.0,1.0,1.0,1.4381999969482422,3.199198365211487,0.0035694813140255935,0.34312376087787105,0.34312376087787105,0.35752660591409813,337,11,108,25.545454545454547,1,20,20.0
19,1.0,1.0,1.0,0.05349993705749512,256.82065534591675,-0.0024385932038281403,-1.0811596901810803,-1.0811596901810803,-1.0592103002382363,11,10,85,23.2,1,29,29.0
22,1.0,1.0,1.0,0.8347499370574951,0.2380000352859497,0.001249116224961031,0.27029934400269967,0.27029934400269967,0.2830844723716969,261,14,34,14.5,1,25,25.0
5,1.0,1.0,0.5,0.10135006904602051,230.32538270950317,0.00110391070721107,-0.9808087499201799,-0.9808087499201799,-0.9262608134228251,1,15,41,16.733333333333334,0,0,0.0
19,1.0,1.0,1.0,0.4415006637573242,1.4783484935760498,-0.0003556829443518125,0.06801074743270874,0.06801074743270874,0.06591971218585968,229,5,123,59.4,0,0,0.0
24,1.0,1.0,1.0,0.5000500679016113,11.080450057983398,-0.006500506027749523,-0.2651354968547821,-0.2651354968547821,-0.28603699803352356,237,10,69,32.9,0,0,0.0
21,1.0,1.0,0.5,1.8174000978469849,0.4689997434616089,0.0022031980017863887,1.1288786076364064,1.1288786076364064,1.0877259339046488,316,8,31,18.0,2,26,20.0
12,0.0,1.0,0.5,0.5646998882293701,0.1707000732421875,0.0007631688879448388,0.170624777674675,0.170624777674675,0.19067810475826263,194,19,84,13.421052631578947,0,0,0.0
4,0.0,1.0,0.5,0.12310004234313965,25.25650405883789,-0.0011832445438307029,-0.2300923615694046,-0.2300923615694046,-0.22370217740535736,22,9,36,18.333333333333332,0,0,0.0
9,1.0,1.0,1.0,0.0,379.0529183149338,0.0007822493712620867,-1.4174206323650371,-1.4174206323650371,-1.3818690130182427,0,14,69,22.785714285714285,1,20,20.0
6,1.0,1.0,0.5,0.11230015754699707,40.047797083854675,-0.006359179978105504,-0.5000556774166118,-0.5000556774166118,-0.513490477250375,177,9,67,26.0,1,149,149.0
22,0.0,1.0,0.0,0.3580000400543213,0.2677500247955322,-0.0006614563756432691,0.12048136436638712,0.12048136436638712,0.1183870873255692,17,9,113,34.666666666666664,1,21,21.0
6,0.0,1.0,0.0,0.7461902141571048,7.552525083223978,0.001977261095681591,0.21872879143188648,0.21872879143188648,0.20701388518015545,231,14,27,12.785714285714286,2,17,11.0
5,0.0,1.0,0.5,0.8743999004364014,4.386899948120117,-0.010059848678209585,-0.5191820275549796,-0.5191820275549796,-0.5180258068237075,217,5,141,48.0,0,0,0.0
19,0.0,1.0,0.5,0.7653002738952637,0.921198844909668,0.0018262291931586004,0.3316171202672964,0.3316171202672964,0.3141340629385394,289,11,34,13.363636363636363,2,19,17.0
2,0.0,1.0,0.0,0.5712999105453491,16.465023887468377,0.0005361136491143301,0.03967069143674621,0.03967069143674621,0.008444150768109391,114,12,37,15.5,1,90,90.0
24,0.0,1.0,0.5,0.5388000011444092,0.5066506862640381,0.0011238888071443943,0.2028995007276535,0.2028995007276535,0.20201297104358673,333,7,76,41.857142857142854,0,0,0.0
6,1.0,1.0,0.0,0.16899991035461426,44.1373016834259,-0.003956243043259876,-0.2642880067104051,-0.2642880067104051,-0.2636632134320708,223,8,56,36.0,2,22,21.5
17,0.0,1.0,0.0,0.07240009307861328,34.03731346130371,0.0002740032606080977,-0.2442602962255478,-0.2442602962255478,-0.2313218116760254,1,11,45,24.0,0,0,0.0
24,0.0,1.0,0.5,0.9699501991271973,0.06924962997436523,0.000828588049482939,0.3702230155467987,0.3702230155467987,0.3689979910850525,102,18,30,13.777777777777779,0,0,0.0
24,0.0,1.0,0.5,0.24424982070922852,84.17781257629395,-0.006884687038508034,-0.4493471086025238,-0.4493471086025238,-0.453724205493927,135,13,79,26.0,0,0,0.0
7,1.0,1.0,1.0,0.1340501308441162,4.181149840354919,-0.003718824472011845,-0.22208182451103917,-0.22208182451103917,-0.24608138739863367,81,4,168,81.5,1,24,24.0
23,1.0,1.0,0.0,0.6433001756668091,8.265796661376953,-0.0016717595125823898,0.2587216033988974,0.2587216033988974,0.24002263077167219,96,11,42,18.272727272727273,1,56,56.0
24,0.0,1.0,0.5,0.569849967956543,3.5096421241760254,0.0008075548411717916,0.17991189658641815,0.17991189658641815,0.17502836883068085,277,13,57,23.0,0,0,0.0
18,1.0,1.0,1.0,0.24700021743774414,146.0759518146515,-0.007926949044281392,-0.6750020980834961,-0.6750020980834961,-0.6653260588645935,91,6,87,51.166666666666664,0,0,0.0
16,0.0,1.0,0.5,0.3681497573852539,6.23365592956543,-0.001029565266208523,0.036635205149650574,0.036635205149650574,0.012441200204193592,111,20,27,15.2,0,0,0.0
26,1.0,1.0,1.0,0.25549983978271484,31.558985710144043,-0.00197561093511094,-0.30901938676834106,-0.30901938676834106,-0.29034334421157837,156,15,22,10.133333333333333,0,0,0.0
21,0.0,1.0,0.5,0.014149904251098633,56.64581382274628,0.0007311981143462792,-0.6007545358326589,-0.6007545358326589,-0.5953629633078829,356,7,52,29.571428571428573,1,35,35.0
7,1.0,1.0,0.5,0.11249995231628418,94.46895039081573,-0.004935640506166037,-0.4832660420602109,-0.4832660420602109,-0.4822809375070116,153,8,127,37.125,1,27,27.0
18,1.0,1.0,1.0,0.6136999130249023,7.395150184631348,0.0013383150728009821,0.13498012721538544,0.13498012721538544,0.12895214557647705,347,7,93,47.285714285714285,0,0,0.0
4,0.0,1.0,0.5,0.8088498115539551,7.26430082321167,0.0017035778876936347,0.2976907789707184,0.2976907789707184,0.29278478026390076,287,8,29,11.375,0,0,0.0
9,1.0,1.0,1.0,0.5032498836517334,0.2416001558303833,0.0006572761081864361,0.2097632621182781,0.2097632621182781,0.20068329069620508,121,10,46,27.4,1,20,20.0
19,1.0,1.0,1.0,0.0857999324798584,12.842650055885315,-0.006685775522180791,-0.5577699570428758,-0.5577699570428758,-0.5696456735297023,198,5,93,49.6,1,121,121.0
6,1.0,1.0,0.0,0.7359499931335449,3.6272346688353494,0.0016613461162381798,0.26718093116744224,0.26718093116744224,0.26441189156588174,331,11,52,20.545454545454547,1,22,22.0
6,1.0,1.0,1.0,0.3726499080657959,96.02890658378601,-0.005528244367349336,-0.4281601638687091,-0.4281601638687091,-0.4231846879790783,65,14,84,21.5,1,22,22.0
14,0.0,1.0,0.0,0.7953000068664551,0.8629992008209229,0.0019226663503698336,0.23490481750637873,0.23490481750637873,0.2388850336746128,310,9,54,21.88888888888889,1,241,241.0
17,1.0,1.0,0.5,0.12474966049194336,18.086305618286133,-0.005011436699334288,-0.4186001420021057,-0.4186001420021057,-0.4138503670692444,200,6,90,42.333333333333336,0,0,0.0
3,1.0,1.0,0.5,0.8898000717163086,1.5401992797851562,0.002763808436545481,0.42837368640579093,0.42837368640579093,0.42864818129473375,346,18,35,14.88888888888889,1,16,16.0
26,1.0,1.0,0.5,0.7566502094268799,0.0,0.001270057175637702,0.47563081979751587,0.47563081979751587,0.46422165632247925,294,13,56,26.076923076923077,0,0,0.0
1,0.0,1.0,0.0,0.2013998031616211,0.4465000629425049,0.00021605089685870738,-0.053070109431483166,-0.053070109431483166,-0.057150421511147916,284,6,104,55.666666666666664,1,17,17.0
25,1.0,1.0,1.0,0.22749996185302734,23.930452466011047,-0.002114031584677666,-0.14585755719524138,-0.14585755719524138,-0.1535889818214405,224,9,55,32.333333333333336,1,24,24.0
23,1.0,1.0,0.5,0.7769501209259033,0.017349958419799805,-0.0005207635916837119,0.32932326973987225,0.32932326973987225,0.3184849979216911,145,11,43,18.363636363636363,1,62,62.0
22,1.0,1.0,1.0,0.056799888610839844,17.098200917243958,-0.002885519088136682,-1.4151019899785018,-1.4151019899785018,-1.3889720100507161,17,13,39,19.076923076923077,1,29,29.0
4,0.0,1.0,0.5,0.10320322513580305,12.201359902109417,3.5214823327648766e-05,-0.19165163480934977,-0.19165163480934977,-0.19585182651969954,329,16,25,12.125,1,14,14.0
18,1.0,1.0,1.0,0.20025014877319336,210.2198348045349,-0.006544728386751114,-1.032120704650879,-1.032120704650879,-1.0378280878067017,106,8,56,27.75,0,0,0.0
9,1.0,1.0,1.0,0.46259987354278564,18.31720530986786,0.0012878066824488243,-0.02064235804795551,-0.02064235804795551,-0.019832258093548036,330,16,39,17.0625,1,18,18.0
24,0.0,1.0,0.5,0.034800052642822266,183.22904348373413,0.0017671410307517536,-0.680340051651001,-0.680340051651001,-0.6647716760635376,3,14,36,18.0,0,0,0.0
24,1.0,1.0,1.0,0.1918501853942871,40.44079518318176,-0.0077234890142753206,-0.7135489583015442,-0.7135489583015442,-0.7302302718162537,203,10,77,33.1,0,0,0.0
25,1.0,1.0,1.0,0.13940000534057617,56.363353848457336,-0.00570180790729899,-0.5519758008775257,-0.5519758008775257,-0.5567994323867343,197,12,59,21.25,1,146,146.0
17,0.0,1.0,0.5,0.12695026397705078,19.82697081565857,-0.0006559724405838507,-0.07204823195934296,-0.07204823195934296,-0.0807606652379036,138,16,51,18.5,0,0,0.0
22,1.0,1.0,1.0,0.5343000888824463,2.164548397064209,0.0009195973469417899,0.15670864672220053,0.15670864672220053,0.16233614625767895,349,17,39,14.529411764705882,2,31,30.0
18,0.0,1.0,0.0,0.5307002067565918,34.78800177574158,0.0005131779706744189,-0.15342718362808228,-0.15342718362808228,-0.12389352172613144,356,10,22,11.7,0,0,0.0
24,1.0,1.0,0.5,0.12654972076416016,384.10867977142334,-0.0054259815431213386,-1.7408808469772339,-1.7408808469772339,-1.7062135934829712,50,11,33,16.818181818181817,0,0,0.0
6,0.0,1.0,0.0,0.16704988479614258,20.225250959396362,-0.0038564862842848133,-0.3122002183556223,-0.3122002183556223,-0.32889876123787704,207,6,122,50.666666666666664,1,17,17.0
9,1.0,1.0,1.0,0.0,179.42020881175995,0.00025737195690902755,-1.2508322718430633,-1.2508322718430633,-1.2194195937012773,0,11,37,16.454545454545453,2,16,16.0
6,0.0,1.0,0.5,0.9940499067306519,4.876350045204163,0.0012677789369786624,0.4727107349897967,0.4727107349897967,0.4059960980346238,343,9,90,35.77777777777778,1,7,7.0
9,1.0,1.0,0.5,0.9898000955581665,1.9543409307463833,0.0025087393080422894,0.40971580940802227,0.40971580940802227,0.40803397679963554,354,6,93,43.166666666666664,2,135,75.5
2,1.0,1.0,0.5,0.29540014266967773,3.341248631477356,-3.1275754035391886e-05,0.032257335860522186,0.032257335860522186,0.03408293590023178,340,17,38,16.0,1,64,64.0
21,1.0,1.0,1.0,1.0732002258300781,0.029149770736694336,0.001776925013706548,0.3716830015182495,0.3716830015182495,0.36034807562828064,356,8,83,28.125,0,0,0.0
23,0.0,1.0,0.5,0.5168498754501343,44.17380207455348,-0.0009741666072790703,-0.048703646459499324,-0.048703646459499324,-0.03959266688594989,201,12,91,21.75,1,69,69.0
7,1.0,1.0,1.0,1.1611499786376953,0.24469923973083496,0.001832434976786684,0.6663810610771179,0.6663810610771179,0.6683740019798279,220,11,54,26.818181818181817,0,0,0.0
23,1.0,1.0,0.5,0.4246997833251953,30.26764941215515,0.0020295577594814274,-0.03661452606320381,-0.03661452606320381,-0.04296557977795601,314,12,67,25.083333333333332,0,0,0.0
23,0.0,1.0,0.0,0.5125001668930054,6.046398401260376,-0.0005177948203211291,0.17688042609965435,0.17688042609965435,0.17723624090816079,189,11,43,23.0,1,51,51.0
16,1.0,1.0,1.0,0.15884995460510254,209.224338889122,-0.007321024940138905,-0.8908230854349644,-0.8908230854349644,-0.8770477408948152,147,16,82,18.0,1,7,7.0
24,1.0,1.0,0.5,0.45074987411499023,213.45155930519104,-0.006898424772537236,-0.9194849729537964,-0.9194849729537964,-0.905521810054779,114,8,64,37.25,0,0,0.0
19,1.0,1.0,1.0,0.13465023040771484,88.2843918800354,-0.006717466105246451,-0.6097368719864961,-0.6097368719864961,-0.6152855840790302,11,3,204,90.33333333333333,1,47,47.0
2,0.0,1.0,0.0,0.4361499547958374,1.5961023569107056,0.0003503468053498714,0.14652236653309242,0.14652236653309242,0.14934006579962217,164,5,100,46.6,1,61,61.0
17,0.0,1.0,0.5,0.32899999618530273,1.3680548667907715,0.0004243141821119408,0.07488091289997101,0.07488091289997101,0.07379548251628876,245,10,67,30.5,0,0,0.0
23,1.0,1.0,1.0,0.9179500341415405,16.80285656452179,0.0011505670315086884,0.05934294265191428,0.05934294265191428,0.053382878815961494,216,18,31,11.11111111111111,1,52,52.0
14,0.0,1.0,0.5,0.2620999813079834,175.17090022563934,-0.0054288351248474535,-0.7076266369565862,-0.7076266369565862,-0.6878362937467095,97,7,138,42.142857142857146,1,57,57.0
24,0.0,1.0,0.5,0.2650003433227539,226.273366689682,-0.003259756471716825,-0.916477382183075,-0.916477382183075,-0.8861954808235168,82,17,44,17.11764705882353,0,0,0.0
24,0.0,1.0,0.5,0.5882000923156738,0.28784894943237305,-0.0006254368666752729,0.23653073888532922,0.23653073888532922,0.2298479339350825,101,9,56,33.44444444444444,1,9,9.0
13,1.0,1.0,1.0,0.46374988555908203,3.2992643092268255,-0.0007355062244260594,-0.0350713315798121,-0.0350713315798121,-0.04349374669832549,116,10,38,16.3,1,92,92.0
4,1.0,1.0,1.0,0.5213500261306763,15.27474737578425,0.000692462726345328,0.035011634773233026,0.035011634773233026,0.025940520369607412,245,11,39,20.90909090909091,1,28,28.0
15,1.0,1.0,0.5,0.9647998809814453,17.749500036239624,-0.003694973270473915,0.2205441892981863,0.2205441892981863,0.20848480785612467,111,11,47,23.09090909090909,1,133,133.0
3,0.0,1.0,0.5,0.6164499521255493,0.3738985061645508,0.001742309064888213,0.24274768732509025,0.24274768732509025,0.23366528231164682,348,13,61,20.153846153846153,1,15,15.0
15,0.0,1.0,0.5,0.314849853515625,39.79165732860565,-0.003188693383205195,-0.18780110630334593,-0.18780110630334593,-0.20374530807733016,31,16,39,17.5,1,32,32.0
6,1.0,1.0,1.0,0.26599979400634766,39.98795175552368,-0.005274310598803157,-0.3606380354456541,-0.3606380354456541,-0.36618316768640097,219,10,90,29.8,1,134,134.0
16,1.0,1.0,1.0,0.25514984130859375,371.8947004079819,-0.0069883129391192554,-1.2940396404399925,-1.2940396404399925,-1.2803415359506285,87,9,91,32.111111111111114,1,8,8.0
11,1.0,1.0,1.0,0.23815011978149414,5.759738922119141,0.00040924597376600384,-0.06347689032554626,-0.06347689032554626,-0.06206296756863594,307,13,35,18.615384615384617,0,0,0.0
24,1.0,1.0,1.0,0.2091999053955078,162.31989669799805,-0.007965011587496533,-0.6939200758934021,-0.6939200758934021,-0.6855303645133972,198,13,56,22.153846153846153,0,0,0.0
25,1.0,1.0,1.0,0.20504975318908691,166.1099992394447,-0.0034578655746016324,-0.5817842475172519,-0.5817842475172519,-0.5772404782717669,43,10,52,24.8,1,155,155.0
7,1.0,1.0,1.0,0.28474998474121094,17.629949927330017,-0.004194765341291308,-0.18245005407253234,-0.18245005407253234,-0.19281563789564246,233,4,207,81.5,1,26,26.0
7,1.0,1.0,1.0,0.15000009536743164,1.9081000089645386,-0.003307336014972563,-0.19762967314038957,-0.19762967314038957,-0.21059150281159775,140,3,157,102.33333333333333,1,21,21.0
11,1.0,1.0,1.0,0.9987001419067383,5.648849129676819,0.0014013767489198022,0.21878987901351032,0.21878987901351032,0.22305219069771146,242,10,41,12.7,1,16,16.0
8,1.0,1.0,1.0,0.12549972534179688,212.070552110672,-0.004818073808314179,-1.3211441040039062,-1.3211441040039062,-1.2932937145233154,58,12,75,22.166666666666668,0,0,0.0
21,1.0,1.0,0.0,0.446449875831604,4.911249995231628,-0.0014181249787220383,0.050857358119067025,0.050857358119067025,-0.006805653157441512,238,12,56,22.5,1,9,9.0
26,1.0,1.0,1.0,0.1082000732421875,223.75567829608917,-0.0012654265235380827,-0.874396001591402,-0.874396001591402,-0.8473636464796204,46,12,50,13.666666666666666,1,35,35.0
4,0.0,1.0,0.5,0.27465009689331055,22.214414358139038,0.0003298712217378967,-0.11303775012493134,-0.11303775012493134,-0.09647615998983383,301,17,22,10.117647058823529,0,0,0.0
19,1.0,1.0,1.0,0.017799854278564453,87.57045769691467,-0.008369628045288074,-0.8572840094566345,-0.8572840094566345,-0.8558805584907532,195,10,85,27.8,0,0,0.0
24,1.0,1.0,0.5,0.6817498207092285,0.0,0.00036224409229678584,0.39780508637094364,0.39780508637094364,0.3841548261627099,94,16,36,14.0,1,29,29.0
4,0.0,1.0,0.5,0.7604000568389893,8.029548168182373,-0.0013056588621418303,0.15010607242584229,0.15010607242584229,0.12905876338481903,225,13,25,11.923076923076923,0,0,0.0
3,0.0,1.0,0.5,0.4105997085571289,7.224456310272217,0.001133473427723205,0.022791240364313126,0.022791240364313126,0.010508599691092968,233,16,49,16.125,0,0,0.0
23,1.0,1.0,1.0,0.3088998794555664,5.7326579093933105,-5.1852949531281575e-05,-0.0014829488936811686,-0.0014829488936811686,0.012647566385567188,352,12,27,16.916666666666668,0,0,0.0
23,1.0,1.0,1.0,0.43545007705688477,3.167548894882202,0.00036729436123521963,0.17133040726184845,0.17133040726184845,0.17283260822296143,100,10,58,18.9,0,0,0.0
24,0.0,1.0,0.5,0.9868998527526855,0.2483525276184082,0.0022015642602086806,0.5051587820053101,0.5051587820053101,0.4998498260974884,355,11,47,26.0,0,0,0.0
5,1.0,1.0,1.0,0.22720003128051758,4.3561999797821045,-0.00929615251753162,-1.10127358343087,-1.10127358343087,-1.1066461698777978,66,9,95,37.666666666666664,1,113,113.0
7,1.0,1.0,1.0,0.2154998779296875,23.629401683807373,-0.004578371448070953,-0.2257629619593046,-0.2257629619593046,-0.2360669155298553,244,4,129,80.25,1,19,19.0
17,1.0,1.0,1.0,0.3605000972747803,51.82839643955231,-0.007306977054097121,-0.7611833543670612,-0.7611833543670612,-0.7506212261707886,116,11,58,24.90909090909091,1,15,15.0
15,1.0,1.0,0.5,0.9194002151489258,6.298499584197998,-0.006224823876229586,-0.06686756557443224,-0.06686756557443224,-0.07738222952491917,239,14,35,17.928571428571427,1,161,161.0
5,1.0,1.0,0.5,0.7927000522613525,34.810596346855164,-0.0006607216744930467,-0.04983611467505703,-0.04983611467505703,-0.04954931833555019,218,10,57,26.7,1,16,16.0
4,1.0,1.0,0.5,0.3801000118255615,0.22210025787353516,0.0007811035314787833,0.12420675903558731,0.12420675903558731,0.1324346661567688,323,15,36,15.266666666666667,0,0,0.0
25,1.0,1.0,1.0,0.2228623628616333,91.70517253875732,0.0020363213694840777,-0.3490117831724365,-0.3490117831724365,-0.3511370368625807,236,11,49,16.90909090909091,0,0,0.0
3,0.0,1.0,0.5,0.6493499279022217,0.0,-4.4817958050349145e-05,0.30390899254828274,0.30390899254828274,0.2888231084953924,174,11,44,19.545454545454547,1,13,13.0
1,1.0,1.0,1.0,0.19369983673095703,20.361860036849976,-0.0011948852984552429,-0.3158213198184967,-0.3158213198184967,-0.3226003348827362,78,5,43,21.6,0,0,0.0
3,0.0,1.0,0.5,0.12594997882843018,48.92806923389435,0.0004962409626998688,-0.17118049319050893,-0.17118049319050893,-0.15798359072726706,351,14,45,18.571428571428573,1,9,9.0
8,1.0,1.0,1.0,0.0,226.3105070590973,-0.00027707286430193157,-0.7170311808586121,-0.7170311808586121,-0.7050694227218628,0,15,42,17.6,0,0,0.0
5,1.0,1.0,0.5,0.5283503532409668,2.19254207611084,0.0001564971913358171,0.10982075225071412,0.10982075225071412,0.11074766016894985,348,11,58,28.636363636363637,1,13,13.0
18,0.0,1.0,0.5,0.45840024948120117,7.448550701141357,0.00037666405114772665,0.09602953493595123,0.09602953493595123,0.10023477673530579,255,14,21,10.285714285714286,0,0,0.0
6,0.0,1.0,0.0,0.3408735173719899,40.744001507759094,-0.00316227928444859,-0.07970138758170504,-0.07970138758170504,-0.08589377509845578,164,5,120,59.8,1,102,102.0
24,0.0,1.0,0.5,9.989738464355469e-05,229.59683752059937,-0.002044156836118629,-1.5467295309408706,-1.5467295309408706,-1.514753172708594,1,8,51,14.875,1,3,3.0
9,0.0,1.0,0.0,0.6644999980926514,0.29435014724731445,0.0012850720175522842,0.3738937661761329,0.3738937661761329,0.3832740873483597,238,13,83,22.615384615384617,2,111,63.0
